SMILES,PubChem_IUPAC_Name,PubChem_Formula,PubChem_Mass,PubChem_Title,PubChem_Description,ChEMBL_ID,ChEMBL_Name,ChEMBL_Formula,ChEMBL_Weight,ChEMBL_Type,ChEMBL_Phase,ChEMBL_Mechanism,ChEMBL_Target,LD50_studies,LC50_studies,other_tox_studies
Clc1cc2c(N(C(=O)[C@@H](O)N=C2c2ccccc2)C)cc1,"(3R)-7-chloro-3-hydroxy-1-methyl-5-phenyl-3H-1,4-benzodiazepin-2-one",C16H13ClN2O2,300.0665554,"Temazepam, (R)-",,CHEMBL967,TEMAZEPAM,C16H13ClN2O2,300.75,Small molecule,4.0,GABA-A receptor; anion channel positive allosteric modulator,,,,
S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@@]2(OC)NC(=O)[C@@H](c1ccsc1)C(=O)O,"(2S,5R,6S)-6-[[(2R)-2-carboxy-2-thiophen-3-ylacetyl]amino]-6-methoxy-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",C16H18N2O7S2,414.05554326,"(2S,5R,6S)-6-[[(2R)-2-carboxy-2-thiophen-3-ylacetyl]amino]-6-methoxy-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",,CHEMBL1276310,TEMOCILLIN,C16H18N2O7S2,414.46,Small molecule,3.0,Bacterial penicillin-binding protein inhibitor,,,,
O=c1n2c(nnn1C)c(nc2)C(=O)N,"3-methyl-4-oxoimidazo[5,1-d][1,2,3,5]tetrazine-8-carboxamide",C6H6N6O2,194.05522346,Temozolomide,,CHEMBL810,TEMOZOLOMIDE,C6H6N6O2,194.15,Small molecule,4.0,DNA inhibitor,,0.0,0.0,0.0
O([C@H]1C[C@H](CC[C@@H]1OC(=O)C(CO)(CO)C)C[C@H]([C@H]1OC(=O)[C@H]2N(CCCC2)C(=O)C(=O)[C@@]2(O[C@@H](CC[C@H]2C)C[C@@H](OC)/C(=C/C=C/C=C\[C@H](C[C@@H](C(=O)[C@H](OC)[C@H](O)/C(=C/[C@@H](C(=O)C1)C)/C)C)C)/C)O)C)C,,,,,,CHEMBL1201182,TEMSIROLIMUS,C56H87NO16,1030.30,Small molecule,4.0,FK506-binding protein 1A inhibitor,,,,
Clc1cc2c(n(c(O)c2C(=O)c2sccc2)C(=O)N)cc1,5-chloro-2-hydroxy-3-(thiophene-2-carbonyl)indole-1-carboxamide,C14H9ClN2O3S,320.0022410,Tenidap,,CHEMBL1097558,,C14H9ClN2O3S,320.76,Small molecule,,,,0.0,0.0,0.0
s1c([C@H]2O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@H]4[C@@H]5[C@@H]([C@@H](c6c4cc4OCOc4c6)c4cc(OC)c(O)c(OC)c4)C(=O)OC5)O[C@@H]3CO2)ccc1,"(5S,5aR,8aR,9R)-5-[[(2R,4aR,6R,7R,8R,8aS)-7,8-dihydroxy-2-thiophen-2-yl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",C32H32O13S,656.15636224,Teniposide,,CHEMBL452231,TENIPOSIDE,C32H32O13S,656.66,Small molecule,4.0,DNA topoisomerase II inhibitor,,0.0,0.0,0.0
P(=O)(OCOC(=O)OC(C)C)(OCOC(=O)OC(C)C)CO[C@@H](Cn1c2ncnc(N)c2nc1)C,[[(2R)-1-(6-aminopurin-9-yl)propan-2-yl]oxymethyl-(propan-2-yloxycarbonyloxymethoxy)phosphoryl]oxymethyl propan-2-yl carbonate,C19H30N5O10P,519.17302917,Tenofovir Disoproxil,,CHEMBL1486,TENOFOVIR DISOPROXIL FUMARATE,C23H34N5O14P,635.52,Small molecule,4.0,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,,0.0,0.0,0.0
[S@@+]12[C@@H]([C@@H]3N(C(=O)N([C@@H]3C1)Cc1ccccc1)Cc1ccccc1)CCC2,"(1R,2R,6S)-3,5-dibenzyl-8-thionia-3,5-diazatricyclo[6.3.0.02,6]undecan-4-one",C22H25N2OS+,365.16875960,"(1R,2R,6S)-3,5-dibenzyl-8-thionia-3,5-diazatricyclo[6.3.0.02,6]undecan-4-one",,CHEMBL1245,TRIMETHAPHAN CAMSYLATE,C32H40N2O5S2,596.82,Small molecule,4.0,Neuronal acetylcholine receptor; alpha3/beta4 antagonist,,,,
O(CCN(C)C)c1ccc(CNC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,"N-[[4-[2-(dimethylamino)ethoxy]phenyl]methyl]-3,4,5-trimethoxybenzamide",C21H28N2O5,388.19982200,Trimethobenzamide,,CHEMBL1200887,TRIMETHOBENZAMIDE HYDROCHLORIDE,C21H29ClN2O5,424.93,Small molecule,4.0,Unknown,,0.0,0.0,0.0
O(c1cc(NCc2c(c3c(nc(nc3N)N)cc2)C)cc(OC)c1OC)C,"5-methyl-6-[(3,4,5-trimethoxyanilino)methyl]quinazoline-2,4-diamine",C19H23N5O3,369.18008961,Trimetrexate,,CHEMBL119,TRIMETREXATE,C19H23N5O3,369.43,Small molecule,4.0,,,0.0,0.0,0.0
N1(C[C@@H](CN(C)C)C)c2c(CCc3c1cccc3)cccc2,"(2R)-3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N,2-trimethylpropan-1-amine",C20H26N2,294.209598838,"(2R)-3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N,2-trimethylpropan-1-amine",,CHEMBL644,TRIMIPRAMINE,C20H26N2,294.44,Small molecule,4.0,,,,,
o1c2c(cc3c(oc(=O)cc3C)c2C)cc1C,"2,5,9-trimethylfuro[3,2-g]chromen-7-one",C14H12O3,228.078644241,Trioxsalen,,CHEMBL1475,TRIOXSALEN,C14H12O3,228.25,Small molecule,4.0,DNA inhibitor,,0.0,0.0,0.0
N(CCN(C)C)(Cc1ccccc1)c1ncccc1,"N'-benzyl-N,N-dimethyl-N'-pyridin-2-ylethane-1,2-diamine",C16H21N3,255.173547683,Tripelennamine,,CHEMBL1241,TRIPELENNAMINE,C16H21N3,255.37,Small molecule,4.0,,,0.0,0.0,0.0
N1(CCCC1)C/C=C(\c1ccc(cc1)C)/c1ncccc1,,,,,,CHEMBL855,TRIPROLIDINE,C19H22N2,278.40,Small molecule,4.0,,,,,
O=C(N1[C@@H](CCC1)C(=O)NCC(=O)N)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)Cc1ccc(O)cc1)Cc1c2c([nH]c1)cccc2)CC(C)C)CCCN=C(N)N,,,,,,CHEMBL1200554,TRIPTORELIN PAMOATE,C87H98N18O19,1699.85,Protein,4.0,Gonadotropin-releasing hormone receptor agonist,,,,
S1[C@@H](Cc2ccc(OC[C@]3(Oc4c(CC3)c(c(O)c(c4C)C)C)C)cc2)C(=O)NC1=O,"(5S)-5-[[4-[[(2S)-6-hydroxy-2,5,7,8-tetramethyl-3,4-dihydrochromen-2-yl]methoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione",C24H27NO5S,441.16099414,"5-[[4-[(3,4-Dihydro-6-hydroxy-2,5,7,8-tetramethyl-2H-1-benzopyran-2-yl)methoxy]phenyl]methyl]-2,4-thiazolidinedione",,CHEMBL408,TROGLITAZONE,C24H27NO5S,441.55,Small molecule,4.0,Peroxisome proliferator-activated receptor gamma agonist,,,,
O1[C@]2(C[C@@H]([C@H](O[C@@H]3O[C@@H](C[C@H](N(C)C)[C@H]3OC(=O)C)C)[C@H]([C@H](O[C@@H]3O[C@H]([C@H](OC(=O)C)[C@@H](OC)C3)C)[C@H](C(=O)O[C@@H]([C@@H]([C@@H](OC(=O)C)[C@H](C2=O)C)C)C)C)C)C)C1,"[(3R,5S,6S,7R,8S,9R,12R,13S,14R,15R)-6-[(2S,3R,4S,6R)-3-acetyloxy-4-(dimethylamino)-6-methyloxan-2-yl]oxy-8-[(2R,4S,5S,6S)-5-acetyloxy-4-methoxy-6-methyloxan-2-yl]oxy-5,7,9,12,13,15-hexamethyl-10,16-dioxo-1,11-dioxaspiro[2.13]hexadecan-14-yl] acetate",C41H67NO15,813.45107043,Oleandocetin,,CHEMBL564085,TROLEANDOMYCIN,C41H67NO15,813.98,Small molecule,4.0,70S ribosome inhibitor,,0.0,0.0,0.0
S(=O)(=O)(OC[C@]12OC[C@H]3OC(O[C@H]3[C@@H]2OC(O1)(C)C)(C)C)N,"[(1R,2S,6S,9R)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.02,6]dodecan-6-yl]methyl sulfamate",C12H21NO8S,339.09878780,Topiramate,,CHEMBL280803,,C12H21NO8S,339.37,Small molecule,,,,0.0,0.0,0.0
O1Cc2c([C@@](O)(CC)C1=O)cc1n(Cc3c1nc1c(c3)c(CN(C)C)c(O)cc1)c2=O,"(19S)-8-[(dimethylamino)methyl]-19-ethyl-7,19-dihydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4(9),5,7,10,15(20)-heptaene-14,18-dione",C23H23N3O5,421.16377084,Topotecan,,CHEMBL84,TOPOTECAN,C23H23N3O5,421.45,Small molecule,4.0,,,0.0,0.0,0.0
S(=O)(=O)(NC(=O)NC(C)C)c1c(Nc2cc(ccc2)C)ccnc1,1-[4-(3-methylanilino)pyridin-3-yl]sulfonyl-3-propan-2-ylurea,C16H20N4O3S,348.12561169,Torsemide,,CHEMBL1148,TORSEMIDE,C16H20N4O3S,348.43,Small molecule,4.0,Sodium-(potassium)-chloride cotransporter 2 inhibitor,,0.0,0.0,0.0
O[C@]1([C@H](CCCC1)CN(C)C)c1cc(OC)ccc1,"(1R,2R)-2-[(dimethylamino)methyl]-1-(3-methoxyphenyl)cyclohexan-1-ol",C16H25NO2,263.188529040,Tramadol,,CHEMBL1066,"(R,R)-TRAMADOL",C16H25NO2,263.38,Small molecule,,,,0.0,0.0,0.0
O=C(N1[C@@H]2[C@@H](C[C@H]1C(=O)O)CCCC2)[C@@H](N[C@@H](CCc1ccccc1)C(=O)OCC)C,"(2S,3aR,7aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid",C24H34N2O5,430.24677219,Trandolapril,,CHEMBL24223,CI-907,C24H34N2O5,430.55,Small molecule,,,,0.0,0.0,0.0
O(c1cc(ccc1OC)/C=C/C(=O)Nc1c(cccc1)C(=O)O)C,,,,,,CHEMBL415324,TRANILAST,C18H17NO5,327.34,Small molecule,3.0,,,,,
N[C@H]1[C@@H](C1)c1ccccc1,"(1R,2S)-2-phenylcyclopropan-1-amine",C9H11N,133.089149355,Tranylcypromine,,CHEMBL67391,,C9H12ClN,169.66,Small molecule,,,,0.0,0.0,0.0
FC(F)(F)c1cc(OC[C@H](O)/C=C/[C@@H]2[C@H]([C@@H](O)C[C@H]2O)C/C=C\CCCC(=O)OC(C)C)ccc1,,,,,,CHEMBL185484,,C26H35F3O6,500.55,Small molecule,,,,,,
O[C@@H]1[C@H]([C@H]2[C@@H](C1)Cc1c(C2)cccc1OCC(=O)O)CC[C@H](O)CCCCC,"2-[[(1S,2S,3aR,9aR)-2-hydroxy-1-[(3R)-3-hydroxyoctyl]-2,3,3a,4,9,9a-hexahydro-1H-cyclopenta[g]naphthalen-5-yl]oxy]acetic acid",C23H34O5,390.24062418,"2-(((1R,2R,3AS,9AS)-2-hydroxy-1-((S)-3-hydroxyoctyl)-2,3,3a,4,9,9a-hexahydro-1h-",,CHEMBL561157,TREPROSTINIL SODIUM,C23H33NaO5,412.50,Small molecule,4.0,Prostanoid IP receptor agonist,,0.0,0.0,0.0
OC(=O)/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)\C)\C,,,,,,CHEMBL38,TRETINOIN,C20H28O2,300.44,Small molecule,4.0,Retinoic acid receptor agonist,,,,
Clc1cc2c(n3c(nnc3C)CN=C2c2c(Cl)cccc2)cc1,"8-chloro-6-(2-chlorophenyl)-1-methyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine",C17H12Cl2N4,342.0439018,Triazolam,,CHEMBL646,TRIAZOLAM,C17H12Cl2N4,343.22,Small molecule,4.0,GABA-A receptor; anion channel positive allosteric modulator,,0.0,0.0,0.0
ClC(Cl)[C@H]1NS(=O)(=O)c2c(N1)cc(Cl)c(S(=O)(=O)N)c2,"(3R)-6-chloro-3-(dichloromethyl)-1,1-dioxo-3,4-dihydro-2H-1lambda6,2,4-benzothiadiazine-7-sulfonamide",C8H8Cl3N3O4S2,378.902181,"(3R)-6-chloro-3-(dichloromethyl)-3,4-dihydro-2H-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide",,CHEMBL1054,TRICHLORMETHIAZIDE,C8H8Cl3N3O4S2,380.66,Small molecule,4.0,Thiazide-sensitive sodium-chloride cotransporter inhibitor,,0.0,0.0,0.0
O[C@@](C1CCCCC1)(CC[N+](CC)(CC)CC)c1ccccc1,[(3R)-3-cyclohexyl-3-hydroxy-3-phenylpropyl]-triethylazanium,C21H36NO+,318.279689772,Prestwick-14A03,,CHEMBL1200771,TRIDIHEXETHYL CHLORIDE,C21H36ClNO,353.98,Small molecule,4.0,Muscarinic acetylcholine receptor M3 antagonist,,0.0,0.0,0.0
N(CCNCCN)CCN,"N'-[2-(2-aminoethylamino)ethyl]ethane-1,2-diamine",C6H18N4,146.153146591,Trientine,,CHEMBL609,TRIENTINE,C6H18N4,146.24,Small molecule,4.0,,,0.0,0.0,0.0
S1c2c(N(CCCN(C)C)c3c1cccc3)cc(cc2)C(F)(F)F,"N,N-dimethyl-3-[2-(trifluoromethyl)phenothiazin-10-yl]propan-1-amine",C18H19F3N2S,352.12210427,Triflupromazine,,CHEMBL570,TRIFLUPROMAZINE,C18H19F3N2S,352.43,Small molecule,4.0,Dopamine D2 receptor antagonist,,0.0,0.0,0.0
FC(F)(F)c1cn([C@@H]2O[C@@H]([C@@H](O)C2)CO)c(=O)[nH]c1=O,"1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-(trifluoromethyl)pyrimidine-2,4-dione",C10H11F3N2O5,296.06200594,Trifluridine,,CHEMBL284025,,C10H11F3N2O5,296.20,Small molecule,,,,0.0,0.0,0.0
O[C@@](C1CCCCC1)(CCN1CCCCC1)c1ccccc1,(1R)-1-cyclohexyl-1-phenyl-3-piperidin-1-ylpropan-1-ol,C20H31NO,301.240564612,"Trihexyphenidyl, (R)-",,CHEMBL1092,TRIHEXYPHENIDYL HYDROCHLORIDE,C20H32ClNO,337.94,Small molecule,4.0,Muscarinic acetylcholine receptor M1 antagonist,,0.0,0.0,0.0
O1[C@@]23[C@@]([C@@H]4[C@H]([C@H]5[C@](CC4)([C@@H](O)CC5)C)CC3)(CC(=C(O)[C@@H]12)C#N)C,"(1S,2R,6R,8S,11S,12S,15S,16S)-5,15-dihydroxy-2,16-dimethyl-7-oxapentacyclo[9.7.0.02,8.06,8.012,16]octadec-4-ene-4-carbonitrile",C20H27NO3,329.19909372,Trilostane,,CHEMBL1200907,TRILOSTANE,C20H27NO3,329.44,Small molecule,4.0,3-beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type II inhibitor,,0.0,0.0,0.0
S1c2c(N(C[C@@H](CN(C)C)C)c3c1cccc3)cccc2,"(2R)-N,N,2-trimethyl-3-phenothiazin-10-ylpropan-1-amine",C18H22N2S,298.15036988,"Trimeprazine, (R)-",,CHEMBL829,METHYLPROMAZINE,C18H22N2S,298.45,Small molecule,4.0,,,,,
O1C(C(=O)N(C1=O)C)(C)C,"3,5,5-trimethyl-1,3-oxazolidine-2,4-dione",C6H9NO3,143.058243149,Trimethadione,,CHEMBL695,TRIMETHADIONE,C6H9NO3,143.14,Small molecule,4.0,Voltage-gated T-type calcium channel blocker,,0.0,0.0,0.0
O[C@@H]1[C@H]2[C@H]3[C@@]([C@H](CC3)[C@@H](CCC(=O)O)C)(CC[C@@H]2[C@@]2([C@H](C1)C[C@H](O)CC2)C)C,"(4R)-4-[(3R,5S,7S,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid",C24H40O4,392.29265975,Ursodiol,,CHEMBL101089,,C24H40O4,392.58,Small molecule,,,,0.0,0.0,0.0
O1C2=CC(=O)[C@H](C(=O)[C@]2(c2c1c(c(O)c(c2O)C)C(=O)C)C)C(=O)C,"(2R,9bS)-2,6-diacetyl-7,9-dihydroxy-8,9b-dimethyldibenzofuran-1,3-dione",C18H16O7,344.08960285,"(2R,9bS)-2,6-diacetyl-7,9-dihydroxy-8,9b-dimethyldibenzofuran-1,3-dione",,CHEMBL373338,,C18H16O7,344.32,Small molecule,,,,,,
O(C(=O)[C@@H](N)C(C)C)CCOCn1c2[nH]c(nc(=O)c2nc1)N,2-[(2-amino-6-oxo-1H-purin-9-yl)methoxy]ethyl (2S)-2-amino-3-methylbutanoate,C13H20N6O4,324.15460314,Valacyclovir,,CHEMBL1349,VALACYCLOVIR,C13H20N6O4,324.34,Small molecule,4.0,,,0.0,0.0,0.0
O([C@@H](COC(=O)[C@@H](N)C(C)C)CO)Cn1c2[nH]c(nc(=O)c2nc1)N,[(2R)-2-[(2-amino-6-oxo-1H-purin-9-yl)methoxy]-3-hydroxypropyl] (2S)-2-amino-3-methylbutanoate,C14H22N6O5,354.16516782,"Valganciclovir, (R)-",,CHEMBL252321,(R)-VALGANCICLOVIR,C14H22N6O5,354.37,Small molecule,,,,0.0,0.0,0.0
FC(F)(F)C(=O)N[C@H]1C[C@@H](O[C@H]2C[C@@](O)(Cc3c2c(O)c2c(c3O)C(=O)c3c(C2=O)c(OC)ccc3)C(=O)COC(=O)CCCC)O[C@@H]([C@H]1O)C,,,,,,CHEMBL20225,,C34H36F3NO13,723.65,Small molecule,,,,,,
OC(=O)[C@@H](N(Cc1ccc(cc1)c1c(cccc1)c1n[nH]nn1)C(=O)CCCC)C(C)C,(2S)-3-methyl-2-[pentanoyl-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]amino]butanoic acid,C24H29N5O3,435.22703980,Valsartan,,CHEMBL1069,VALSARTAN,C24H29N5O3,435.53,Small molecule,4.0,Type-1 angiotensin II receptor antagonist,,0.0,0.0,0.0
Clc1c2Oc3c(O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H]([C@@H](O)[C@@](N)(C4)C)C)CO)c4Oc5c(Cl)cc([C@@H](O)[C@@H]6NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC)CC(C)C)[C@H](O)c(c1)cc2)CC(=O)N)c(c3)c4)c1cc(c2c([C@H](NC6=O)C(=O)O)cc(O)cc2O)c(O)cc1)cc5,,,,,,CHEMBL262777,VANCOMYCIN,C66H75Cl2N9O24,1449.27,Small molecule,4.0,Peptidoglycan inhibitor,,,,
S(=O)(=O)(N1CCN(CC1)CC)c1cc(c(OCC)cc1)c1[nH]n2c(nc(c2c(=O)n1)C)CCC,"2-[2-ethoxy-5-(4-ethylpiperazin-1-yl)sulfonylphenyl]-5-methyl-7-propyl-3H-imidazo[5,1-f][1,2,4]triazin-4-one",C23H32N6O4S,488.22057470,Vardenafil,,CHEMBL1339,VARDENAFIL HYDROCHLORIDE,C23H33ClN6O4S,525.08,Small molecule,4.0,Phosphodiesterase 5A inhibitor,,0.0,0.0,0.0
N1C[C@H]2C[C@H](c3c2cc2nccnc2c3)C1,"(1R,12S)-5,8,14-triazatetracyclo[10.3.1.02,11.04,9]hexadeca-2,4,6,8,10-pentaene",C13H13N3,211.110947427,Varenicline,,CHEMBL1076903,VARENICLINE,C13H13N3,211.27,Small molecule,4.0,Neuronal acetylcholine receptor; alpha4/beta2 partial agonist,,0.0,0.0,0.0
O([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)C[C@H](OC(=O)C)[C@@H](N3CCCCC3)C4)C)CC2)C[C@@H]1[N+]1(CCCCC1)C)C)C(=O)C,"[(2S,3S,5S,8R,9S,10S,13S,14S,16S,17R)-17-acetyloxy-10,13-dimethyl-16-(1-methylpiperidin-1-ium-1-yl)-2-piperidin-1-yl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",C34H57N2O4+,557.43183330,Vecuronium,,CHEMBL1200629,VECURONIUM BROMIDE,C34H57BrN2O4,637.74,Small molecule,4.0,Muscle-type nicotinic acetylcholine receptor antagonist,,0.0,0.0,0.0
OC1([C@@H](CN(C)C)c2ccc(OC)cc2)CCCCC1,1-[(1R)-2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexan-1-ol,C17H27NO2,277.204179104,(R)-Venlafaxine,,CHEMBL637,VENLAFAXINE,C17H27NO2,277.41,Small molecule,4.0,,,0.0,0.0,0.0
O(c1cc([C@@](C(C)C)(CCCN(CCc2cc(OC)c(OC)cc2)C)C#N)ccc1OC)C,"(2S)-2-(3,4-dimethoxyphenyl)-5-[2-(3,4-dimethoxyphenyl)ethyl-methylamino]-2-propan-2-ylpentanenitrile",C27H38N2O4,454.28315770,(-)-Verapamil,,CHEMBL6966,VERAPAMIL,C27H38N2O4,454.61,Small molecule,4.0,,,0.0,0.0,0.0
O(C(=O)[C@H]1[C@@]2(C(=CC=C1C(=O)OC)C1=N/C/2=C\c2[nH]c(c(c2C)CCC(=O)OC)/C=C/2\N=C(/C=c/3\[nH]/c(=C\1)/c(c3C=C)C)C(=C2CCC(=O)O)C)C)C,,,,,,CHEMBL2052016,,C41H42N4O8,718.81,Small molecule,,,,,,
O=C(N1CCN(CC1)c1cc2CCC(=O)Nc2cc1)c1cc(OC)c(OC)cc1,"6-[4-(3,4-dimethoxybenzoyl)piperazin-1-yl]-3,4-dihydro-1H-quinolin-2-one",C22H25N3O4,395.18450629,Vesnarinone,,CHEMBL17423,VESNARINONE,C22H25N3O4,395.46,Small molecule,2.0,,,0.0,0.0,0.0
O1[C@@H](n2c3ncnc(N)c3nc2)[C@@H](O)[C@H](O)[C@H]1CO,"(2R,3S,4S,5R)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",C10H13N5O4,267.09675391,Vidarabine,,CHEMBL477,ADENOSINE,C10H13N5O4,267.25,Small molecule,4.0,Adenosine receptor agonist,,0.0,0.0,0.0
OC(=O)CC[C@H](N)C=C,(4S)-4-aminohex-5-enoic acid,C6H11NO2,129.078978594,(S)-4-aminohex-5-enoic acid,,CHEMBL89598,VIGABATRIN,C6H11NO2,129.16,Small molecule,4.0,Gamma-amino-N-butyrate transaminase inhibitor,,,,
O([C@@H]1[C@]2([C@@H]3N(CC[C@@]43[C@@H](N(c3c4cc(c(OC)c3)[C@]3(C[C@@H]4C[C@](O)(CN(C4)CCc4c3[nH]c3c4cccc3)CC)C(=O)OC)C)[C@@]1(O)C(=O)OC)CC=C2)CC)C(=O)C,"methyl (1R,9R,10S,11R,12R,19R)-11-acetyloxy-12-ethyl-4-[(13S,15R,17S)-17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl]-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate",C46H58N4O9,810.42037944,Vinblastine,,CHEMBL22969,,C46H58N4O9,810.99,Small molecule,,,,0.0,0.0,0.0
O([C@@H]1[C@]2([C@@H]3N(CC[C@@]43[C@@H](N(c3c4cc(c(OC)c3)[C@]3(C[C@H]4C[C@](O)(CN(C4)CCc4c3[nH]c3c4cccc3)CC)C(=O)OC)C=O)[C@@]1(O)C(=O)OC)CC=C2)CC)C(=O)C,"methyl (1R,9R,10S,11R,12R,19R)-11-acetyloxy-12-ethyl-4-[(13S,15S,17S)-17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl]-8-formyl-10-hydroxy-5-methoxy-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate",C46H56N4O10,824.39964400,Vincristine,,CHEMBL90555,VINCRISTINE,C46H56N4O10,824.97,Small molecule,4.0,,,0.0,0.0,0.0
O([C@@H]1[C@]2([C@@H]3N(CC[C@@]43[C@@H](N(c3c4cc(c(OC)c3)[C@]3(C[C@H]4CN(Cc5c3[nH]c3c5cccc3)CC(=C4)CC)C(=O)OC)C)[C@@]1(O)C(=O)OC)CC=C2)CC)C(=O)C,"methyl (1R,9R,10S,11R,12R,19R)-11-acetyloxy-12-ethyl-4-[(12S,14R)-16-ethyl-12-methoxycarbonyl-1,10-diazatetracyclo[12.3.1.03,11.04,9]octadeca-3(11),4,6,8,15-pentaen-12-yl]-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate",C45H54N4O8,778.39416469,Vinorelbine,,CHEMBL508875,,C45H54N4O8,778.95,Small molecule,,,,0.0,0.0,0.0
OC/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)\C)\C,,,,,,CHEMBL986,RETINOL,C20H30O,286.46,Small molecule,4.0,,,,,
O[C@@H]1C/C(=C/C=C\2/[C@H]3[C@@]([C@H](CC3)[C@@H](CCCC(C)C)C)(CCC2)C)/C(=C)CC1,,,,,,CHEMBL1042,CHOLECALCIFEROL,C27H44O,384.65,Small molecule,4.0,Vitamin D receptor agonist,,,,
O[C@@]1(C[C@H](NC(CO)CO)[C@H](O)[C@@H](O)[C@@H]1O)CO,"(1S,2S,3R,4S,5S)-5-(1,3-dihydroxypropan-2-ylamino)-1-(hydroxymethyl)cyclohexane-1,2,3,4-tetrol",C10H21NO7,267.13180201,Voglibose,,CHEMBL476960,VOGLIBOSE,C10H21NO7,267.28,Small molecule,4.0,Alpha glucosidase inhibitor,,0.0,0.0,0.0
Fc1c([C@](O)([C@@H](C)c2ncncc2F)Cn2ncnc2)ccc(F)c1,"(2R,3S)-2-(2,4-difluorophenyl)-3-(5-fluoropyrimidin-4-yl)-1-(1,2,4-triazol-1-yl)butan-2-ol",C16H14F3N5O,349.11504457,Voriconazole,,CHEMBL638,VORICONAZOLE,C16H14F3N5O,349.32,Small molecule,4.0,Cytochrome P450 51 inhibitor,,0.0,0.0,0.0
o1c(O)c([C@@H](CC(=O)C)c2ccccc2)c(=O)c2c1cccc2,4-hydroxy-3-[(1S)-3-oxo-1-phenylbutyl]chromen-2-one,C19H16O4,308.10485899,(S)-Warfarin,,CHEMBL7252,,C19H16O4,308.33,Small molecule,,,,0.0,0.0,0.0
s1nc(C2=CCCN(C2)C)c(OCCCCCC)n1,"3-hexoxy-4-(1-methyl-3,6-dihydro-2H-pyridin-5-yl)-1,2,5-thiadiazole",C14H23N3OS,281.15618354,Xanomeline,,CHEMBL21536,XANOMELINE,C14H23N3OS,281.42,Small molecule,3.0,Muscarinic acetylcholine receptor M4 agonist,,0.0,0.0,0.0
