Smiles,Liver
S1SC[C@H](N)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N2[C@@H](CCC2)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N)C1)CC(=O)N)CCC(=O)N)Cc1ccccc1)Cc1ccc(O)cc1,NonHepatotoxicity
S(=O)(=O)(N)c1ccc(cc1)CN,NonHepatotoxicity
S(P(=S)(OC)OC)[C@@H](CC(=O)OCC)C(=O)OCC,NonHepatotoxicity
P(=O)(OCc1c(CN(CCN(Cc2c(COP(=O)(O)O)cnc(c2O)C)CC(=O)O)CC(=O)O)c(O)c(nc1)C)(O)O,Hepatotoxicity
O[C@@H]([C@H](O)[C@H](O)CO)[C@H](O)CO,NonHepatotoxicity
FC1(F)CCC(C(=O)N[C@@H](CCN2[C@H]3C[C@H](n4c(nnc4C)C(C)C)C[C@@H]2CC3)c2ccccc2)CC1,Hepatotoxicity
O[C@@H]([C@@H](CC(C)C)C(=O)N[C@@H](C(C)(C)C)C(=O)NC)C(=O)NO,Hepatotoxicity
Clc1ccc([C@]2(O)N3C(=NCC3)c3c2cccc3)cc1,NonHepatotoxicity
N([C@]1(C([C@H]2C[C@@H]1CC2)(C)C)C)C,NonHepatotoxicity
ClCCC(N)CCCl,NonHepatotoxicity
Clc1ccc([C@H](N2CCN(CC2)Cc2cc(ccc2)C)c2ccccc2)cc1,NonHepatotoxicity
O[C@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)[C@H](C3)C)C)CC2)CC1)C)C(=O)C,Hepatotoxicity
O[C@@H]1[C@H]2[C@H]([C@H]3[C@](C1)([C@H](CC3)C(=O)C)C)C[C@@H](C1=CC(=O)CC[C@]21C)C,NonHepatotoxicity
OC(=O)c1c(Nc2c(c(ccc2)C)C)cccc1,Hepatotoxicity
FC(F)(F)c1nc2c(c([C@H](O)[C@@H]3NCCCC3)c1)cccc2C(F)(F)F,Hepatotoxicity
S1(=O)(=O)N(/C(=C(/O)\Nc2sc(cn2)C)/C(=O)c2c1cccc2)C,Hepatotoxicity
ClCCN(c1ccc(C[C@H](N)C(=O)O)cc1)CCCl,Hepatotoxicity
N[C@]12C[C@@]3(C[C@](C1)(C[C@@H](C3)C2)C)C,Hepatotoxicity
O([C@H]1C[N+](CCC1)(C)C)C(=O)[C@](O)(c1ccccc1)c1ccccc1,NonHepatotoxicity
O(C(=O)C1(CCN(CC1)C)c1ccccc1)CC,NonHepatotoxicity
O=C1N(C(=O)NC(=O)[C@]1(CC)c1ccccc1)C,Hepatotoxicity
O=C(Nc1c(cccc1C)C)[C@H]1N(CCCC1)C,NonHepatotoxicity
O(CC(CCC)(COC(=O)N)C)C(=O)N,NonHepatotoxicity
S(C1=C(N2[C@@H]([C@H](C2=O)[C@H](O)C)[C@H]1C)C(=O)O)[C@H]1C[C@H](NC1)C(=O)N(C)C,Hepatotoxicity
Oc1c(cc(N)cc1)C(=O)O,Hepatotoxicity
S1c2c(N(CC[C@H]3N(CCCC3)C)c3c1cccc3)cc([S@](=O)C)cc2,NonHepatotoxicity
O[C@@H](CNC(C)C)c1cc(O)cc(O)c1,NonHepatotoxicity
O[C@@H]([C@@H](N)C)c1cc(O)ccc1,NonHepatotoxicity
O(C(=O)NC[C@@H]1C[C@H]2[C@H](N(C1)C)Cc1c3c2cccc3n(c1)C)Cc1ccccc1,Hepatotoxicity
N(C)(C)C(=N)N=C(N)N,Hepatotoxicity
O([C@@H](C[N+](C)(C)C)C)C(=O)C,NonHepatotoxicity
O=C([C@](C[C@H](N(C)C)C)(c1ccccc1)c1ccccc1)CC,Hepatotoxicity
N([C@H](Cc1ccccc1)C)C,NonHepatotoxicity
O(CC[N+](CC)(CC)C)C(=O)[C@H]1c2c(Oc3c1cccc3)cccc2,NonHepatotoxicity
S(=O)(=O)(N)c1s/c(=N\C(=O)C)/n(n1)C,NonHepatotoxicity
S1c2c(N(C[C@H]3CCN(C3)C)c3c1cccc3)cccc2,Hepatotoxicity
N12CN3CN(C1)CN(C2)C3,Hepatotoxicity
O([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)CC(=O)C=C4C)C)CC2)CC1)C)C(=O)C,Hepatotoxicity
S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)c1c(OC)cccc1OC,NonHepatotoxicity
O(C[C@H](O)COC(=O)N)c1c(OC)cccc1,NonHepatotoxicity
O=C1N(C(=O)NC(=O)[C@]1([C@@H](C)C#CCC)CC=C)C,Hepatotoxicity
S(/C(=N/OC(=O)NC)/C)C,Hepatotoxicity
S1c2c(N(C[C@@H](CN(C)C)C)c3c1cccc3)cc(OC)cc2,NonHepatotoxicity
O[C@@H]([C@H](N)C)c1c(OC)ccc(OC)c1,NonHepatotoxicity
o1c2c(cc3c(oc(=O)cc3)c2OC)cc1,Hepatotoxicity
ClC(Cl)(Cl)[C@@H](c1ccc(OC)cc1)c1ccc(OC)cc1,Hepatotoxicity
O1[C@@H]2[C@H]3[N+]([C@@H]([C@H]12)C[C@@H](OC(=O)[C@@H](CO)c1ccccc1)C3)(C)C,NonHepatotoxicity
O=C1N(C(=O)C[C@@]1(c1ccccc1)C)C,NonHepatotoxicity
ClC[C@H]1N(S(=O)(=O)c2c(N1)cc(Cl)c(S(=O)(=O)N)c2)C,NonHepatotoxicity
N(c1ccccc1)C,Hepatotoxicity
OC(=O)[C@](N)(Cc1cc(O)c(O)cc1)C,Hepatotoxicity
O=C(N[C@@H](CC)CO)[C@H]1CN([C@H]2C(=C1)c1c3c(C2)c[nH]c3ccc1)C,NonHepatotoxicity
O[C@@]12[C@]34CC[N+]([C@@H]1Cc1c4c(O[C@H]3C(=O)CC2)c(O)cc1)(CC1CC1)C,NonHepatotoxicity
O(C(=O)[C@@H]([C@H]1NCCCC1)c1ccccc1)C,Hepatotoxicity
O[C@]1([C@@]2([C@H]([C@H]3[C@H]([C@@H](O)C2)[C@@]2(C(=CC(=O)C=C2)[C@H](C3)C)C)CC1)C)C(=O)CO,Hepatotoxicity
O[C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C)C,Hepatotoxicity
O(C[C@@H](O)CNC(C)C)c1c(c(c(OC(=O)C)c(c1)C)C)C,NonHepatotoxicity
Clc1cc(C(=O)NCCN(CC)CC)c(OC)cc1N,NonHepatotoxicity
O1c2c3[C@H]([N+](CCc3cc(OC)c2OC)(C)C)Cc2cc(Oc3cc4[C@@H]([N+](CCc4cc3OC)(C)C)Cc3ccc1cc3)c(OC)cc2,NonHepatotoxicity
Clc1cc2N[C@H](N(C(=O)c2cc1S(=O)(=O)N)c1c(cccc1)C)C,Hepatotoxicity
O(C[C@@H](O)CNC(C)C)c1ccc(CCOC)cc1,Hepatotoxicity
S(c1n(N)c(=O)c(nn1)C(C)(C)C)C,Hepatotoxicity
Ic1c(C(=O)N[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]2O)CO)c(I)c(NC(=O)C)c(I)c1N(C)C(=O)C,NonHepatotoxicity
O(C[C@H](N)C)c1c(cccc1C)C,Hepatotoxicity
S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(S(=O)(=O)C)C1=O)c1ccccc1,Hepatotoxicity
Fc1cc2c([C@@H]([C@](OC(=O)COC)(CC2)CCN(CCCc2[nH]c3c(n2)cccc3)C)C(C)C)cc1,NonHepatotoxicity
S(=O)(=O)(Oc1cc([C@@H](O)[C@@H](O)[C@H]2NC(=O)[C@H]3N(C[C@@H](O)C3)C(=O)[C@H](NC(=O)[C@@H](NC(=O)c3ccc(cc3)c3noc(c3)c3ccc(OCCCCC)cc3)C[C@@H](O)[C@@H](O)NC(=O)[C@H]3N(C[C@H]([C@@H]3O)C)C(=O)[C@H](NC2=O)[C@H](O)CC(=O)N)[C@H](O)C)ccc1O)O,Hepatotoxicity
Clc1c([C@@H](OCc2c(Cl)cc(Cl)cc2)Cn2ccnc2)ccc(Cl)c1,NonHepatotoxicity
O[C@@H](c1c(OC)ccc(OC)c1)CNC(=O)CN,NonHepatotoxicity
O[C@@]1([C@@]2([C@H]([C@H]3C(=C4C(=CC(=O)CC4)CC3)[C@H](C2)c2ccc(N(C)C)cc2)CC1)C)C#CC,NonHepatotoxicity
O[C@@H]1[C@H](N(C[C@H](O)[C@H]1O)CCO)CO,NonHepatotoxicity
O[C@@H]1[C@H](N(C[C@H](O)[C@H]1O)CCCC)CO,NonHepatotoxicity
O=c1[nH]c(c(c2ccncc2)cc1C#N)C,Hepatotoxicity
P(=O)(OCC[N+](C)(C)C)(OCCCCCCCCCCCCCCCC)O,Hepatotoxicity
O([C@H]1[C@H](N(C)C)[C@@H](O)[C@@H](O[C@@H]1C)O[C@H]1[C@H](C[C@H]([C@@H](OC(=O)C)/C=C/C=C/C[C@H](OC(=O)C[C@@H](OC(=O)CC)[C@@H]1OC)C)C)CC=O)[C@@H]1O[C@H]([C@H](OC(=O)CC)[C@](OC(=O)C)(C1)C)C,NonHepatotoxicity
N12[C@@H](CN(CC1)C)c1c(Cc3c2nccc3)cccc1,Hepatotoxicity
N(=C(\C)/C=N/N=C(N)N)\N=C(N)N,Hepatotoxicity
BrC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CBr,Hepatotoxicity
ClC(Cl)[C@@H](c1ccc(Cl)cc1)c1c(Cl)cccc1,NonHepatotoxicity
O=C1c2c(c(NCCNCCO)ccc2NCCNCCO)C(=O)c2c1c(O)ccc2O,Hepatotoxicity
O(CCC[N+]1([C@@H](c2c(CC1)cc(OC)c(OC)c2)Cc1cc(OC)c(OC)c(OC)c1)C)C(=O)CC/C=C/CCC(=O)OCCC[N+]1([C@@H](c2c(CC1)cc(OC)c(OC)c2)Cc1cc(OC)c(OC)c(OC)c1)C,NonHepatotoxicity
O=N(=O)c1cc(N)ccc1,Hepatotoxicity
[S@](=O)([C@@H](c1ccccc1)c1ccccc1)CC(=O)N,Hepatotoxicity
O=C(N1[C@@H](Cc2c(C1)cc(OC)c(OC)c2)C(=O)O)[C@@H](N[C@@H](CCc1ccccc1)C(=O)OCC)C,Hepatotoxicity
O1CCN(C[C@@H]2CCc3[nH]c(c(c3C2=O)CC)C)CC1,Hepatotoxicity
Cl[C@@]12[C@H]([C@H]3[C@@]([C@](O)([C@@H](C3)C)C(=O)CCl)(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@]21C,NonHepatotoxicity
O(Cc1ccccc1)c1ccc(O)cc1,NonHepatotoxicity
O(C(=O)CCCCCCC)C[C@H](O)CO,Hepatotoxicity
S1c2c(N(C(=O)CCN3CCOCC3)c3c1cccc3)cc(NC(=O)OCC)cc2,Hepatotoxicity
FC(F)(F)c1cc(Nc2ncccc2C(=O)OCCN2CCOCC2)ccc1,NonHepatotoxicity
O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(O)cc3)C=C[C@@H]2O,Hepatotoxicity
S(CC1=C(N2[C@H](OC1)[C@](OC)(NC(=O)[C@@H](c1ccc(O)cc1)C(=O)O)C2=O)C(=O)O)c1n(nnn1)C,Hepatotoxicity
Fc1c(N2C[C@H]3[C@H](NCCC3)C2)c(OC)c2n(C3CC3)cc(c(=O)c2c1)C(=O)O,Hepatotoxicity
O1[C@H]([C@@H]1[C@H]([C@@H](O)C)C)C[C@@H]1[C@@H](O)[C@@H](O)[C@@H](OC1)C/C(=C/C(=O)OCCCCCCCCC(=O)O)/C,NonHepatotoxicity
O1Cc2c(c(O)c(c(OC)c2C)C/C=C(/CCC(=O)O)\C)C1=O,Hepatotoxicity
C(=O)(C)N(C)C,Hepatotoxicity
O=C(Nc1cc2Cc3c(c2cc1)cccc3)C,Hepatotoxicity
O1C([C@H]2[C@@H](CC(=O)CC2)c2c1cc(C(CCCCCC)(C)C)cc2O)(C)C,NonHepatotoxicity
O[C@@H]1[C@H](O)Cc2c(C1)c(OC[C@@H](O)CNC(C)(C)C)ccc2,NonHepatotoxicity
O=C(N1[C@@H](CCC1)C(=O)NCC(=O)N)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)Cc1ccc(O)cc1)Cc1cc2c(cc1)cccc2)CC(C)C)CCCN=C(N)N,NonHepatotoxicity
S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)c1c2c(ccc1OCC)cccc2,Hepatotoxicity
N(Cc1c2c(ccc1)cccc2)(C/C=C/c1ccccc1)C,NonHepatotoxicity
O1[C@@H]2[C@]34[C@](O)([C@H](N(CC3)CC3CCC3)Cc3c4c1c(O)cc3)CC[C@@H]2O,NonHepatotoxicity
O1[C@@H]2[C@]34[C@](O)([C@H](N(CC3)CC=C)Cc3c4c1c(O)cc3)CCC2=O,NonHepatotoxicity
O[C@@H]1[C@@]2([C@H]([C@H]3[C@H](CC2)[C@@H]2C(=CC(=O)CC2)CC3)CC1)C,Hepatotoxicity
N1C(=NCC1)Cc1c2c(ccc1)cccc2,NonHepatotoxicity
O(c1cc2c(cc([C@H](C)C(=O)O)cc2)cc1)C,Hepatotoxicity
S(=O)(=O)(NC)CCc1cc2c(C3CCN(CC3)C)c[nH]c2cc1,NonHepatotoxicity
O=C(N[C@H](Cc1ccccc1)C(=O)O)[C@H]1CC[C@@H](CC1)C(C)C,Hepatotoxicity
Fc1cc2CC[C@@H](Oc2cc1)[C@H](O)CNC[C@@H](O)[C@@H]1Oc2c(CC1)cc(F)cc2,Hepatotoxicity
o1c2c(c3n(CC)c(cc(=O)c3cc2c(=O)cc1C(=O)O)C(=O)O)CCC,NonHepatotoxicity
O1[C@@H](n2c3nc(nc(OC)c3nc2)N)[C@@H](O)[C@H](O)[C@H]1CO,NonHepatotoxicity
S(C[C@H](NC(=O)c1c(c(O)ccc1)C)[C@H](O)CN1C[C@@H]2[C@H](C[C@H]1C(=O)NC(C)(C)C)CCCC2)c1ccccc1,Hepatotoxicity
O([C@H]1[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2N)CN)[C@@H](N)C[C@@H](N)[C@@H]1O)[C@@H]1O[C@@H]([C@@H](O[C@H]2O[C@H]([C@@H](O)[C@H](O)[C@H]2N)CN)[C@H]1O)CO,NonHepatotoxicity
O=C(c1c(N)c(CC(=O)N)ccc1)c1ccccc1,NonHepatotoxicity
O([C@H]1[C@H](NCC)C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@@H]1O)[C@H]1OC[C@](O)([C@H](NC)[C@H]1O)C,Hepatotoxicity
O=C(N)c1cccnc1,Hepatotoxicity
O(C(=O)C1=C(NC(=C([C@H]1c1cc(N(=O)=O)ccc1)C(=O)OC)C)C)CCN(Cc1ccccc1)C,NonHepatotoxicity
Clc1c(NC(=O)c2c(O)ccc(Cl)c2)ccc(N(=O)=O)c1,NonHepatotoxicity
N1([C@@H](CCC1)c1cccnc1)C,NonHepatotoxicity
O(C(=O)C1=C(NC(=C([C@H]1c1c(N(=O)=O)cccc1)C(=O)OC)C)C)C,Hepatotoxicity
FC(F)(F)c1cc(Nc2ncccc2C(=O)O)ccc1,Hepatotoxicity
FC(F)(F)c1cc(N2C(=O)C(NC2=O)(C)C)ccc1N(=O)=O,Hepatotoxicity
O(C(=O)C1=C(NC(=C([C@H]1c1cc(N(=O)=O)ccc1)C(=O)OC)C#N)C)C(C)C,Hepatotoxicity
O(C(=O)C1=C(NC(=C([C@H]1c1cc(N(=O)=O)ccc1)C(=O)OCCOC)C)C)C(C)C,Hepatotoxicity
O(C(=O)C1=C(NC(=C([C@H]1c1c(N(=O)=O)cccc1)C(=O)OC)C)C)CC(C)C,NonHepatotoxicity
s1c(NC(=O)c2c(OC(=O)C)cccc2)ncc1N(=O)=O,Hepatotoxicity
FC(F)(F)c1cc(N(=O)=O)c(C(=O)C2C(=O)CCCC2=O)cc1,NonHepatotoxicity
O=N(=O)c1c(N(N(=O)=O)C)c(N(=O)=O)cc(N(=O)=O)c1,Hepatotoxicity
O(C(=O)C1=C(NC(=C([C@H]1c1cc(N(=O)=O)ccc1)C(=O)OC)C)C)CC,Hepatotoxicity
o1c(/C=N/N2CC(=O)NC2=O)ccc1N(=O)=O,Hepatotoxicity
o1c(ccc1N(=O)=O)/C=N/NC(=O)N,NonHepatotoxicity
O(N(=O)=O)C(CON(=O)=O)CON(=O)=O,NonHepatotoxicity
S(CCN/C(=C/N(=O)=O)/NC)Cc1nc(sc1)CN(C)C,Hepatotoxicity
S(c1c2c([nH]c(nc2=O)N)ccc1C)c1ccncc1,Hepatotoxicity
O(c1ccc(CCCCCCCCC)cc1)CCO,NonHepatotoxicity
O[C@@]1([C@@]2([C@H]([C@H]3[C@H](CC2)[C@@H]2C(=CC(=O)CC2)CC3)CC1)C)C#C,Hepatotoxicity
O1C([C@H](OC)[C@@H](OC(=O)N)[C@@H](O)[C@@H]1Oc1c(c2oc(O)c(NC(=O)c3cc(CC=C(C)C)c(O)cc3)c(=O)c2cc1)C)(C)C,Hepatotoxicity
O1[C@@]2(O)C[C@@H](O)[C@H]([C@H]1C[C@H](O[C@H]1O[C@@H]([C@@H](O)[C@H](N)[C@@H]1O)C)/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@@H]([C@@H](O)[C@H]([C@@H](OC(=O)C[C@@H](O)C[C@@H](O)C[C@@H](O)CC[C@@H](O)[C@@H](O)C2)C)C)C)C(=O)O,NonHepatotoxicity
S1SC[C@@H](NC(=O)[C@H](N)Cc2ccccc2)C(=O)N[C@@H](C(=O)N[C@@H](Cc2c3c([nH]c2)cccc3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@H](O)C)C(=O)N[C@@H](C1)C(=O)N[C@@H]([C@H](O)C)CO)Cc1ccccc1,Hepatotoxicity
Clc1c(Cl)cccc1,Hepatotoxicity
Fc1c(N2CCN(CC2)C)c2OC[C@H](n3c2c(c1)c(=O)c(c3)C(=O)O)C,Hepatotoxicity
s1c2=Nc3c(NC(=c2cc1C)N1CCN(CC1)C)cccc3,Hepatotoxicity
O1c2c(/C(=C\CCN(C)C)/c3c(C1)cccc3)cc(cc2)CC(=O)O,NonHepatotoxicity
Oc1c(cc(N/N=C/2\C=C(C(=O)C=C2)C(=O)O)cc1)C(=O)O,Hepatotoxicity
[S@](=O)(Cc1ncc(c(OC)c1C)C)c1[nH]c2c(n1)ccc(OC)c2,Hepatotoxicity
O=C1[C@H](CCc2n(c3c(c12)cccc3)C)Cn1c(ncc1)C,Hepatotoxicity
OCCN1CCN(CC1)CCCN1c2c(C=Cc3c1cccc3)cccc2,Hepatotoxicity
O([C@@H](c1c(cccc1)C)c1ccccc1)CCN(C)C,NonHepatotoxicity
S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)c1c(noc1C)c1ccccc1,Hepatotoxicity
OCc1cc2CC[C@H](Nc2cc1N(=O)=O)CNC(C)C,Hepatotoxicity
O=c1n(CCCN2CCN(CC2)[C@@H](c2ccccc2)c2ccccc2)c2c([nH]1)cccc2,Hepatotoxicity
Clc1cc2C(=N[C@H](O)C(=O)Nc2cc1)c1ccccc1,Hepatotoxicity
Clc1c(/C(=N/OCc2c(Cl)cc(Cl)cc2)/Cn2ccnc2)ccc(Cl)c1,NonHepatotoxicity
O(C[C@@H](O)CNC(C)C)c1c(OCC=C)cccc1,NonHepatotoxicity
O[C@@](C1CCCCC1)(c1ccccc1)C(=O)OCC#CCN(CC)CC,NonHepatotoxicity
O1[C@@H]2[C@]34[C@](O)([C@H](N(CC3)C)Cc3c4c1c(OC)cc3)CCC2=O,NonHepatotoxicity
Oc1c(C(C)(C)C)cc(c(c1C)CC1=NCCN1)C,NonHepatotoxicity
O[C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)CC(=O)/C(=C\O)/C4)C)CC2)CC1)C)C,Hepatotoxicity
O1[C@@H]2[C@]34[C@](O)([C@H](N(CC3)C)Cc3c4c1c(O)cc3)CCC2=O,NonHepatotoxicity
O[C@@](C1CCCCC1)(c1ccccc1)C(=O)OCC1=NCCCN1C,NonHepatotoxicity
O=C1Nc2c([C@@]1(c1ccc(O)cc1)c1ccc(O)cc1)cccc2,Hepatotoxicity
S1SC[C@H](N)C(=O)N[C@@H](C(=O)N[C@@H]([C@@H](CC)C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N2[C@@H](CCC2)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N)C1)CC(=O)N)CCC(=O)N)Cc1ccc(O)cc1,Hepatotoxicity
C(c1ccc(cc1)N)c1ccc(cc1)N,Hepatotoxicity
O1[C@H]2[C@](OC(=O)C)([C@@H]3[C@@]([C@@H](O)C2)(C(=O)[C@H](OC(=O)C)C2=C([C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C[C@@](O)([C@H]3OC(=O)c3ccccc3)C2(C)C)C)C)C1,Hepatotoxicity
Fc1cc2onc([C@H]3CCN(CC3)CCc3c(=O)n4CCC[C@H](O)c4nc3C)c2cc1,NonHepatotoxicity
O=C1N([C@H]2[C@@H]3CCN(C2)CC3)C[C@H]2c3c1cccc3CCC2,Hepatotoxicity
O([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)C[C@H](OC(=O)C)[C@@H]([N+]3(CCCCC3)C)C4)C)CC2)C[C@@H]1[N+]1(CCCCC1)C)C)C(=O)C,Hepatotoxicity
[S@](=O)(c1[nH]c2c(n1)ccc(OC(F)F)c2)Cc1nccc(OC)c1OC,Hepatotoxicity
O(c1cc2c(nccc2cc1OC)Cc1cc(OC)c(OC)cc1)C,Hepatotoxicity
O1[C@@](CC)(C(=O)N(C1=O)C)C,Hepatotoxicity
[n+]1(ccc(c2cc[n+](cc2)C)cc1)C,Hepatotoxicity
OC([C@H](/C=C/[C@H]([C@@H]1[C@@]2([C@@H](CC1)/C(=C/C=C\1/C[C@@H](O)C[C@H](O)C1)/CCC2)C)C)C)(C)C,NonHepatotoxicity
N(c1ccc(/N=N/c2ccccc2)cc1)(C)C,Hepatotoxicity
Fc1c(N2CCN(CC2)C)cc2n(CC)cc(c(=O)c2c1)C(=O)O,Hepatotoxicity
P(=O)(OCCCCCNC(=O)[C@@H](NC(=O)OCCOC)CCCCNC(=O)OCCOC)(O)C,NonHepatotoxicity
O=c1nc([nH]c2[nH]cc(CCc3ccc(cc3)C(=O)N[C@H](CCC(=O)O)C(=O)O)c12)N,Hepatotoxicity
O=c1n2c(ncc1c1n[nH]nn1)c(ccc2)C,Hepatotoxicity
O1[C@@H](c2ccccc2)C(=O)N=C1N,Hepatotoxicity
OCC(CCn1c2[nH]c(nc(=O)c2nc1)N)CO,NonHepatotoxicity
Clc1c(cc([C@]2(O)CCN(CC2)CCC[C@@H](c2ccc(F)cc2)c2ccc(F)cc2)cc1)C(F)(F)F,NonHepatotoxicity
S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)Cc1ccccc1,Hepatotoxicity
S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)COc1ccccc1,Hepatotoxicity
S(CC[C@H](NC(=O)[C@@H](NC(=O)CCNC(=O)OCC(C)C)Cc1c2c([nH]c1)cccc2)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N)C,NonHepatotoxicity
O(CCCCCOc1ccc(cc1)C(=N)N)c1ccc(cc1)C(=N)N,Hepatotoxicity
Oc1cc2[C@]3([C@H]([C@H](N(CC3)CC=C(C)C)Cc2cc1)C)C,NonHepatotoxicity
O=C1NC(=O)NC(=O)C1([C@@H](CCC)C)CC,NonHepatotoxicity
S(=O)(=O)(O)c1cc(c(cc1)C)C,Hepatotoxicity
O1[C@@H](n2c3NC=NC[C@@H](O)c3nc2)C[C@H](O)[C@H]1CO,Hepatotoxicity
O=c1n(CCCCC(=O)C)c(=O)n(c2ncn(c12)C)C,Hepatotoxicity
s1c(nc(c1)c1scc(n1)C(=O)NCCCN[C@H](c1ccccc1)C)CCNC(=O)[C@@H](NC(=O)[C@@H]([C@@H](O)[C@H](NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@H](NC[C@H](N)C(=O)N)CC(=O)N)[C@H](O[C@@H]1O[C@H]([C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@@H]([C@@H](O)[C@H](OC(=O)N)[C@@H]1O)CO)CO)c1[nH]cnc1)C)C)[C@H](O)C,Hepatotoxicity
S1c2c(N(CCCN3CCN(CC3)C)c3c1cccc3)cccc2,Hepatotoxicity
BrC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Hepatotoxicity
S(C[C@@H]1C[C@H]2[C@H](N(C1)CCC)Cc1c3c2cccc3[nH]c1)C,NonHepatotoxicity
N1[C@@H](CC(C2CCCCC2)C2CCCCC2)CCCC1,Hepatotoxicity
S1c2c(N(CCCN3CC[C@H](O)CC3)c3c1cccc3)cc(cc2)C#N,Hepatotoxicity
O=C(N1[C@@H]2[C@H](C[C@H]1C(=O)O)CCCC2)[C@@H](N[C@@H](CCC)C(=O)OCC)C,NonHepatotoxicity
ClC(=C[C@H]1C([C@@H]1C(=O)OCc1cc(Oc2ccccc2)ccc1)(C)C)Cl,NonHepatotoxicity
Clc1cc2N(CCCN3CCN(CC3)CCO)c3c(Sc2cc1)cccc3,Hepatotoxicity
O=C(NC(=O)N)Cc1ccccc1,Hepatotoxicity
O1[C@@H]([C@H](N(CC1)C)C)c1ccccc1,NonHepatotoxicity
N(N)CCc1ccccc1,Hepatotoxicity
O=C1[C@@H](C(=O)c2c1cccc2)c1ccccc1,Hepatotoxicity
O1[C@@H]([C@H](NCC1)C)c1ccccc1,NonHepatotoxicity
Oc1ccccc1,Hepatotoxicity
ClCCN([C@@H](COc1ccccc1)C)Cc1ccccc1,NonHepatotoxicity
o1c(O)c([C@H](CC)c2ccccc2)c(=O)c2c1cccc2,NonHepatotoxicity
O=C1N(N(C(=O)[C@H]1CCCC)c1ccccc1)c1ccccc1,Hepatotoxicity
O=C1C(=C(C(=O)c2c1cccc2)C)C/C=C(/CCC[C@H](CCC[C@@H](CCCC(C)C)C)C)\C,Hepatotoxicity
Oc1c(N(=O)=O)cc(N(=O)=O)cc1N(=O)=O,Hepatotoxicity
O1C[C@@H]([C@H](CC)C1=O)Cc1n(cnc1)C,NonHepatotoxicity
Cl[C@@H]1[C@H](OC)C[C@@H](CC1)/C=C(/[C@H]1OC(=O)[C@H]2N(C(=O)C(=O)[C@@]3(O[C@@H]([C@@H](OC)C[C@H]3C)[C@@H](OC)C[C@H](C/C(=C/[C@H](C(=O)C[C@H](O)[C@H]1C)CC)/C)C)O)CCCC2)\C,NonHepatotoxicity
N(=C(\Nc1ccncc1)/NC#N)/[C@@H](C(C)(C)C)C,NonHepatotoxicity
O(C[C@@H](O)CNC(C)C)c1c2c([nH]cc2)ccc1,Hepatotoxicity
S1[C@@H](Cc2ccc(OCCc3ncc(CC)cc3)cc2)C(=O)NC1=O,Hepatotoxicity
